pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,hd_name,ra,dec,sy_vmag,sy_jmag,sy_kmag,sy_tmag,sy_kepmag,sy_gaiamag,st_teff,st_logg,st_met,st_mass,st_rad,st_spectype,st_lum,st_age,st_ageerr1,st_ageerr2,st_rotp,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
KOI-3503 b,KOI-3503,Gaia DR3 2077601373302068352,Gaia DR2 2077601373302068352,TIC 138097784,,293.1507654,41.7291532,13.831,12.807,12.483,13.3876,13.827,13.7744,6001.0,4.547,-0.5428,0.858,1.255,,0.30005,11.48,1.11,-1.01,,21.185,1.19,2.776,Kepler,2021,Kepler
Kepler-166 b,Kepler-166,Gaia DR3 2129025841368107136,Gaia DR2 2129025841368107136,TIC 26814955,,293.1600977,48.8812074,14.857,13.346,12.876,14.143,14.701,14.6848,5413.0,4.619,-0.08,0.811,0.742,,-0.38508,5.01,4.32,-2.92,,7.650254,2.27,2.749,Kepler,2014,Kepler
Kepler-166 d,Kepler-166,Gaia DR3 2129025841368107136,Gaia DR2 2129025841368107136,TIC 26814955,,293.1600977,48.8812074,14.857,13.346,12.876,14.143,14.701,14.6848,5350.0,4.55,-0.03,0.88,0.83,,-0.38508,4.47,6.27,-2.8,,1.554003928,1.73,1.7696,Kepler,2016,Kepler
Kepler-166 c,Kepler-166,Gaia DR3 2129025841368107136,Gaia DR2 2129025841368107136,TIC 26814955,,293.1600977,48.8812074,14.857,13.346,12.876,14.143,14.701,14.6848,5413.0,4.619,-0.08,0.811,0.742,,-0.38508,5.01,4.32,-2.92,,34.260281,2.38,4.84,Kepler,2014,Kepler
Kepler-1478 b,Kepler-1478,Gaia DR3 2077601407662547072,Gaia DR2 2077601407662547072,TIC 138097834,,293.1650085,41.746184,15.409,14.28,13.873,14.9375,15.44,15.3994,5904.0,4.41,0.03,1.04,1.06,,0.30415,3.98,2.42,-2.2,,26.0840594,1.73,6.725,Kepler,2016,Kepler
Kepler-610 c,Kepler-610,Gaia DR3 2126509368492076928,Gaia DR2 2126509364192049152,TIC 275491028,,293.1713241,45.0655934,14.816,13.601,13.267,14.2686,14.807,14.7698,5943.0,4.37,0.12,1.1,1.13,,-0.11034,3.55,2.0,-1.81,,151.86392,3.3,8.622,Kepler,2016,Kepler
Kepler-610 b,Kepler-610,Gaia DR3 2126509368492076928,Gaia DR2 2126509364192049152,TIC 275491028,,293.1713241,45.0655934,14.816,13.601,13.267,14.2686,14.807,14.7698,5943.0,4.37,0.12,1.1,1.13,,-0.11034,3.55,2.0,-1.81,,6.996926554,4.19,2.7377,Kepler,2016,Kepler
Kepler-520 b,Kepler-520,Gaia DR3 2077598384004774912,Gaia DR2 2077598384004774912,TIC 138097531,,293.1802903,41.6177408,12.798,11.806,11.488,12.3616,12.797,12.7602,6112.0,4.41,-0.03,1.1,1.09,,0.51032,2.04,1.07,-0.619,,19.67416124,1.66,3.5985,Kepler,2016,Kepler
Kepler-520 c,Kepler-520,Gaia DR3 2077598384004774912,Gaia DR2 2077598384004774912,TIC 138097531,,293.1802903,41.6177408,12.798,11.806,11.488,12.3616,12.797,12.7602,6112.0,4.41,-0.03,1.1,1.09,,0.51032,2.04,1.07,-0.619,,5.21104261,1.07,3.3011,Kepler,2016,Kepler
Kepler-766 b,Kepler-766,Gaia DR3 2052234368740841600,Gaia DR2 2052234368740841600,TIC 138036952,,293.1845144,37.9698357,15.825,14.398,13.994,15.1307,15.678,15.648,5992.0,4.36,0.09,1.1,1.15,,0.45132,3.63,1.79,-1.91,,6.10027804,3.39,4.7487,Kepler,2016,Kepler
Kepler-1070 b,Kepler-1070,Gaia DR3 2129064874031303936,Gaia DR2 2129064874031303936,TIC 26814296,,293.1953923,49.316541,14.133,12.956,12.681,13.5241,13.977,13.913,6261.0,4.27,0.03,1.21,1.32,,0.28486,2.75,0.86,-1.02,,6.2216147,1.73,3.2606,Kepler,2016,Kepler
Kepler-1078 b,Kepler-1078,Gaia DR3 2077837390345483904,Gaia DR2 2077837390345483904,TIC 275494550,,293.2005664,43.0500379,15.703,14.398,13.932,15.0868,15.62,15.6075,5612.0,4.49,-0.01,0.94,0.92,,0.50027,4.37,5.08,-2.64,,3.00725242,1.9,4.336,Kepler,2016,Kepler
Kepler-1322 c,Kepler-1322,Gaia DR3 2126524001437900928,Gaia DR2 2126524001437900928,TIC 275490412,,293.2045009,45.4353919,15.876,14.572,14.068,15.2487,15.81,15.7753,5704.0,4.575,-0.3,0.897,0.804,,-0.10053,0.4,3.6,-3.6,,6.459980011,2.15492527,1.785,Kepler,2021,Kepler
Kepler-1322 b,Kepler-1322,Gaia DR3 2126524001437900928,Gaia DR2 2126524001437900928,TIC 275490412,,293.2045009,45.4353919,15.876,14.572,14.068,15.2487,15.81,15.7753,5488.0,4.52,-0.07,0.9,0.87,,-0.10053,4.47,5.79,-2.8,,0.962867382,1.61,1.6247,Kepler,2016,Kepler
Kepler-320 b,Kepler-320,Gaia DR3 2128079230577866880,Gaia DR2 2128079230577866880,TIC 275575525,,293.2135155,46.1751457,13.494,12.546,12.307,13.0599,13.474,13.4337,6435.0,4.419,-0.1228,1.072,1.108,,0.37419,2.14,0.667,-0.575,,8.371554,1.14,4.04,Kepler,2014,Kepler
Kepler-320 c,Kepler-320,Gaia DR3 2128079230577866880,Gaia DR2 2128079230577866880,TIC 275575525,,293.2135155,46.1751457,13.494,12.546,12.307,13.0599,13.474,13.4337,6435.0,4.419,-0.1228,1.072,1.108,,0.37419,2.14,0.667,-0.575,,17.934937,1.37,5.26,Kepler,2014,Kepler
Kepler-1127 b,Kepler-1127,Gaia DR3 2077805263989929728,Gaia DR2 2077805263989929728,TIC 275569511,,293.2173563,42.7205846,15.162,13.861,13.463,14.6039,15.162,15.1325,5664.0,4.47,0.04,0.97,0.95,,-0.25911,4.37,4.32,-2.69,,5.12330347,1.96,2.9984,Kepler,2016,Kepler
Kepler-805 b,Kepler-805,Gaia DR3 2126508676995012352,Gaia DR2 2126508676995012352,TIC 275573748,,293.2300178,45.053364,12.586,11.547,11.2,12.1079,12.547,12.5048,6112.0,4.08,-0.06,1.19,1.65,,0.5408,4.27,0.6,-0.69,,30.8638931,2.89,8.421,Kepler,2016,Kepler
Kepler-358 b,Kepler-358,Gaia DR3 2128902558627267200,Gaia DR2 2128902558627267200,TIC 26815908,,293.2302333,48.2813901,15.516,14.106,13.652,14.8598,15.375,15.3559,5908.0,4.504,0.035,0.94,0.954,,-0.13809,0.4,3.1,-3.1,,34.060467,2.72,2.461,Kepler,2014,Kepler
Kepler-358 c,Kepler-358,Gaia DR3 2128902558627267200,Gaia DR2 2128902558627267200,TIC 26815908,,293.2302333,48.2813901,15.516,14.106,13.652,14.8598,15.375,15.3559,5908.0,4.504,0.035,0.94,0.954,,-0.13809,0.4,3.1,-3.1,,83.488369,2.85,6.088,Kepler,2014,Kepler
Kepler-754 b,Kepler-754,Gaia DR3 2051669906960994304,Gaia DR2 2051669906960994304,TIC 138036531,,293.2541121,37.8461519,15.352,13.895,13.516,14.6248,15.16,15.1258,5935.0,4.39,0.05,1.06,1.08,,0.41554,3.8,2.28,-2.08,,14.5596237,2.01,5.76,Kepler,2016,Kepler
Kepler-69 b,Kepler-69,Gaia DR3 2126436800722944000,Gaia DR2 2126436800722944000,TIC 275573429,,293.2609013,44.8688656,13.866,12.631,12.234,13.2617,13.749,13.712,5638.0,4.4,-0.29,0.81,0.93,G4 V,-0.097,13.18,0.31,-0.59,,13.722341,2.24,5.126,Kepler,2013,Kepler
Kepler-69 c,Kepler-69,Gaia DR3 2126436800722944000,Gaia DR2 2126436800722944000,TIC 275573429,,293.2609013,44.8688656,13.866,12.631,12.234,13.2617,13.749,13.712,5638.0,4.4,-0.29,0.81,0.93,G4 V,-0.097,13.18,0.31,-0.59,,242.4613,1.71,13.1,Kepler,2013,Kepler
Kepler-1095 b,Kepler-1095,Gaia DR3 2077580345142027136,Gaia DR2 2077580345142027136,TIC 138096962,,293.2624215,41.3650155,14.597,13.332,12.899,14.0564,14.553,14.5261,5658.0,4.48,-0.09,0.94,0.92,,-0.09285,4.47,4.43,-2.71,,4.27103091,1.21,2.2736,Kepler,2016,Kepler
KOI-3680 b,KOI-3680,Gaia DR3 2126518783059463168,Gaia DR2 2126518783059463168,TIC 275574174,,293.2815266,45.3096572,14.616,13.384,13.101,14.0291,14.524,14.5027,5830.0,4.473,0.16,1.01,0.96,,0.06783,3.2,9.6,-2.3,,141.241671,11.09691,6.7368,Kepler,2018,Kepler
Kepler-432 b,Kepler-432,Gaia DR3 2128901871432519936,Gaia DR2 2128901871432519936,TIC 26817004,,293.2822344,48.2859173,12.398,10.684,10.121,11.5815,12.183,12.1822,4995.0,3.345,-0.07,1.32,4.06,,0.92561,4.2,0.8,-1.0,77.0,52.501129,12.834305,14.9066,Kepler,2015,Kepler
HD 183579 b,HD 183579,Gaia DR3 6641996571978861440,Gaia DR2 6641996571978861440,TIC 320004517,HD 183579,293.2866147,-54.5327284,8.67,7.518,7.15,8.0888,,8.51549,5784.0,4.45,-0.038,0.996,0.96,G2 V,-0.03386,3.1,1.9,-1.9,24.8,17.471291,3.49,4.306,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
Kepler-1579 b,Kepler-1579,Gaia DR3 2078225792827512704,Gaia DR2 2078225792827512704,TIC 275571034,,293.288022,43.5149061,15.49,13.439,12.744,14.5096,15.22,15.2481,4584.0,4.63,0.11,0.75,0.7,,-0.94024,2.24,5.0,-0.884,,0.849907889,0.84,1.0925,Kepler,2016,Kepler
Kepler-848 b,Kepler-848,Gaia DR3 2129014330855767040,Gaia DR2 2129014330855767040,TIC 26817863,,293.2882949,48.8116114,14.194,12.84,12.431,13.5365,14.056,14.0105,5695.0,4.28,0.15,1.01,1.2,,0.59369,8.32,1.7,-2.86,,6.91134416,1.7,5.6555,Kepler,2016,Kepler
Kepler-359 b,Kepler-359,Gaia DR3 2077683871034907648,Gaia DR2 2077683871034907648,TIC 275568400,,293.2936129,42.1963497,15.805,14.736,14.487,15.3983,15.886,15.8814,6248.0,4.429,-0.29,0.827,1.086,,-0.09657,3.02,1.36,-1.39,,25.563222,3.53,4.284,Kepler,2014,Kepler
Kepler-359 d,Kepler-359,Gaia DR3 2077683871034907648,Gaia DR2 2077683871034907648,TIC 275568400,,293.2936129,42.1963497,15.805,14.736,14.487,15.3983,15.886,15.8814,6248.0,4.429,-0.29,0.827,1.086,,-0.09657,3.02,1.36,-1.39,,77.095691,4.01,3.476,Kepler,2014,Kepler
Kepler-359 c,Kepler-359,Gaia DR3 2077683871034907648,Gaia DR2 2077683871034907648,TIC 275568400,,293.2936129,42.1963497,15.805,14.736,14.487,15.3983,15.886,15.8814,6248.0,4.429,-0.29,0.827,1.086,,-0.09657,3.02,1.36,-1.39,,57.68802,4.3,4.161,Kepler,2014,Kepler
Kepler-1868 b,Kepler-1868,Gaia DR3 2078226308223597696,Gaia DR2 2078226308223597696,TIC 275571117,,293.2983733,43.5558025,14.157,12.224,11.559,13.1835,13.855,13.8592,4658.0,4.632,0.0,0.743,0.686,,-0.66249,14.0,3.8,-3.8,,211.0339966,3.14950109,7.119,Kepler,2021,Kepler
Kepler-948 b,Kepler-948,Gaia DR3 2077595394707557120,Gaia DR2 2077595394707557120,TIC 138099276,,293.3002774,41.5233244,14.811,13.624,13.186,14.2762,14.8,14.7858,5679.0,4.47,-0.02,0.96,0.94,,-0.10938,4.17,4.07,-2.5,,7.76846622,1.85,4.385,Kepler,2016,Kepler
Kepler-1399 b,Kepler-1399,Gaia DR3 2128074351495006720,Gaia DR2 2128074351495006720,TIC 275575346,,293.3116962,46.0416516,15.572,14.295,13.929,15.01,15.49,15.5074,5735.0,4.47,-0.03,0.97,0.96,,0.00959,4.37,3.56,-2.64,,1.638653058,1.25,1.948,Kepler,2016,Kepler
Kepler-1943 b,Kepler-1943,Gaia DR3 2077381299180152704,Gaia DR2 2077381299180152704,TIC 138100223,,293.3182976,41.1166697,13.868,12.677,12.252,13.2845,13.809,13.7453,6032.0,4.485,-0.06,1.055,0.973,,0.44535,5.25,1.51,-0.68,,4.850180149,1.54869189,5.676,Kepler,2021,Kepler
TOI-5786 b,TOI-5786,Gaia DR3 2032764938419327616,Gaia DR2 2032764938419327616,TIC 40292751,,293.3223259,30.7042468,10.186,9.258,8.963,9.77301,,10.1378,6235.0,4.26,0.08,1.23,1.36,,0.39733,2.5,0.5,-0.7,,12.779107,8.54,4.6,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
Kepler-1133 b,Kepler-1133,Gaia DR3 2077831239952281472,Gaia DR2 2077831239952281472,TIC 275569784,,293.3224114,42.8674925,14.785,13.596,13.168,14.2821,14.816,14.8099,5569.0,4.5,-0.02,0.93,0.9,,-0.20972,4.07,4.8,-2.41,,11.55562343,1.97,1.6536,Kepler,2016,Kepler
Kepler-1698 b,Kepler-1698,Gaia DR3 2052368955838887808,Gaia DR2 2052368955838887808,TIC 138105005,,293.3450181,39.2577469,13.054,11.489,10.915,12.2813,12.914,12.8761,4975.03,4.61249,0.08,0.822,0.741698,,-0.51767,1.66,1.29,-1.13,,1.2107,1.07315686,1.434,Kepler,2020,Kepler
Kepler-339 c,Kepler-339,Gaia DR3 2128911251641171200,Gaia DR2 2128911251641171200,TIC 26817284,,293.351701,48.4445922,14.706,13.28,12.874,14.0018,14.531,14.5134,5631.0,4.586,0.033,0.87,0.802,,-0.31322,0.98,1.31,-0.64,,6.988055,1.15,3.15,Kepler,2014,Kepler
Kepler-339 b,Kepler-339,Gaia DR3 2128911251641171200,Gaia DR2 2128911251641171200,TIC 26817284,,293.351701,48.4445922,14.706,13.28,12.874,14.0018,14.531,14.5134,5631.0,4.586,0.033,0.87,0.802,,-0.31322,0.98,1.31,-0.64,,4.977656,1.42,2.553,Kepler,2014,Kepler
Kepler-339 d,Kepler-339,Gaia DR3 2128911251641171200,Gaia DR2 2128911251641171200,TIC 26817284,,293.351701,48.4445922,14.706,13.28,12.874,14.0018,14.531,14.5134,5631.0,4.586,0.033,0.87,0.802,,-0.31322,0.98,1.31,-0.64,,10.558345,1.17,3.41,Kepler,2014,Kepler
Kepler-816 b,Kepler-816,Gaia DR3 2052356964290178048,Gaia DR2 2052356964290178048,TIC 138105127,,293.3628165,39.2124394,16.365,14.426,13.892,15.3058,15.95,15.9357,5286.0,4.54,0.16,0.9,0.85,,-0.37445,4.17,5.51,-2.54,,10.506825646,10.24,3.7432,Kepler,2016,Kepler
Kepler-804 c,Kepler-804,Gaia DR3 2126432677554353280,Gaia DR2 2126432677554353280,TIC 275573295,,293.3722109,44.7851812,13.864,12.631,12.246,13.2823,13.749,13.7361,5817.0,4.4,0.0,1.01,1.05,,0.04956,5.25,2.37,-2.8,,9.65185017,1.14,4.457,Kepler,2016,Kepler
Kepler-804 b,Kepler-804,Gaia DR3 2126432677554353280,Gaia DR2 2126432677554353280,TIC 275573295,,293.3722109,44.7851812,13.864,12.631,12.246,13.2823,13.749,13.7361,5817.0,4.4,0.0,1.01,1.05,,0.04956,5.25,2.37,-2.8,,14.37457351,1.94,4.782,Kepler,2016,Kepler
Kepler-630 b,Kepler-630,Gaia DR3 2053235577156249088,Gaia DR2 2053235577156249088,TIC 138216186,,293.4270647,39.9423967,14.001,12.686,12.293,13.3733,13.871,13.8518,5829.0,4.42,0.03,1.02,1.04,,0.30233,4.47,2.39,-2.43,,161.4743937,3.18,10.598,Kepler,2016,Kepler
Kepler-1451 b,Kepler-1451,Gaia DR3 2053286429569716992,Gaia DR2 2053286429569716992,TIC 138217479,,293.4464227,40.4098813,15.313,14.069,13.66,14.7934,15.332,15.2999,5782.0,4.45,0.01,1.0,0.99,,-0.11938,4.17,3.23,-2.44,,35.622233,3.35,5.146,Kepler,2016,Kepler
Kepler-724 b,Kepler-724,Gaia DR3 2126432196518051200,Gaia DR2 2126432196518051200,TIC 270521439,,293.4548441,44.7927823,15.284,13.873,13.367,14.5768,15.142,15.1206,5437.0,4.53,-0.02,0.9,0.86,,-0.22344,4.37,6.06,-2.67,,3.314946338,3.29,1.7069,Kepler,2016,Kepler
Kepler-1745 b,Kepler-1745,Gaia DR3 2077819763799736192,Gaia DR2 2077819763799736192,TIC 270525576,,293.4689924,42.8223582,14.854,13.723,13.323,14.3864,14.878,14.8649,5611.0,4.144,0.16,0.995,1.4,,0.00651,2.1,2.2,-2.2,,3.016190052,1.92872921,2.8349,Kepler,2021,Kepler
Kepler-597 b,Kepler-597,Gaia DR3 2052450079180319744,Gaia DR2 2052450079180319744,TIC 138214174,,293.4700919,39.2528182,14.12,12.951,12.54,13.5488,14.07,14.0185,5683.0,4.47,-0.01,0.97,0.95,,-0.0334,4.27,2.83,-2.32,,13.02365861,2.37,3.9714,Kepler,2016,Kepler
Kepler-696 b,Kepler-696,Gaia DR3 2077383670001955968,Gaia DR2 2077383670001955968,TIC 138219428,,293.4965906,41.1375635,15.308,14.069,13.624,14.7449,15.27,15.2389,5903.0,4.39,0.07,1.06,1.08,,0.15095,3.98,2.27,-2.22,,4.190425575,6.14,2.8403,Kepler,2016,Kepler
Kepler-1275 b,Kepler-1275,Gaia DR3 2126457313486865792,Gaia DR2 2126457313486865792,TIC 270521167,,293.5004955,44.9324455,14.595,13.4,13.062,13.9869,14.46,14.4061,6296.0,4.26,0.04,1.23,1.36,,0.31503,2.51,1.08,-0.829,,3.65691115,1.48,2.114,Kepler,2016,Kepler
Kepler-395 c,Kepler-395,Gaia DR3 2126465903421535744,Gaia DR2 2126465903421535744,TIC 270520765,,293.5111889,45.1366252,16.5919,13.818,12.948,15.0088,15.987,15.9585,4262.0,4.729,-0.02,0.622827,0.556,,-1.194,1.6,0.7,-0.3,19.92,34.989262,1.32,4.459,Kepler,2014,Kepler
Kepler-395 b,Kepler-395,Gaia DR3 2126465903421535744,Gaia DR2 2126465903421535744,TIC 270520765,,293.5111889,45.1366252,16.5919,13.818,12.948,15.0088,15.987,15.9585,4262.0,4.729,-0.02,0.622827,0.556,,-1.194,1.6,0.7,-0.3,19.92,7.054346,1.03,1.909,Kepler,2014,Kepler
Kepler-1468 b,Kepler-1468,Gaia DR3 2077389820395188736,Gaia DR2 2077389820395188736,TIC 138219758,,293.5198289,41.2773671,15.111,13.845,13.458,14.4675,15.024,14.9515,5893.0,4.42,0.03,1.04,1.05,,0.53118,3.55,2.63,-1.86,,8.23984869,1.73,5.617,Kepler,2016,Kepler
Kepler-1468 c,Kepler-1468,Gaia DR3 2077389820395188736,Gaia DR2 2077389820395188736,TIC 138219758,,293.5198289,41.2773671,15.111,13.845,13.458,14.4675,15.024,14.9515,5893.0,4.42,0.03,1.04,1.05,,0.53118,3.55,2.63,-1.86,,3.54553021,1.15,4.17,Kepler,2016,Kepler
Kepler-1468 d,Kepler-1468,Gaia DR3 2077389820395188736,Gaia DR2 2077389820395188736,TIC 138219758,,293.5198289,41.2773671,15.111,13.845,13.458,14.4675,15.024,14.9515,5794.0,4.118,0.14,1.072,1.496,,0.53118,3.55,2.63,-1.86,,19.59059906,3.33187146,6.665,Kepler,2021,Kepler
Kepler-1333 b,Kepler-1333,Gaia DR3 2077383395124052096,Gaia DR2 2077383395124052096,TIC 138219367,,293.5275797,41.111394,15.421,13.886,13.406,14.6675,15.162,15.1714,5628.0,4.49,-0.04,0.94,0.92,,-0.18777,4.57,4.53,-2.79,,109.6471842,2.81,6.248,Kepler,2016,Kepler
Kepler-183 b,Kepler-183,Gaia DR3 2052452140764708480,Gaia DR2 2052452140764708480,TIC 138214374,,293.5308112,39.3159329,14.993,13.726,13.308,14.4099,14.943,14.8934,5888.0,4.502,0.11,0.99,0.958,,0.026,5.62,2.14,-2.23,,5.687945,2.06,2.214,Kepler,2014,Kepler
Kepler-183 c,Kepler-183,Gaia DR3 2052452140764708480,Gaia DR2 2052452140764708480,TIC 138214374,,293.5308112,39.3159329,14.993,13.726,13.308,14.4099,14.943,14.8934,5888.0,4.502,0.11,0.99,0.958,,0.026,5.62,2.14,-2.23,,11.637071,2.27,3.289,Kepler,2014,Kepler
Kepler-1949 b,Kepler-1949,Gaia DR3 2077827284282464896,Gaia DR2 2077827284282464896,TIC 270611599,,293.5422586,43.0260555,15.231,14.029,13.694,14.7334,15.201,15.2008,6028.0,4.189,0.14,1.194,1.454,,0.7131,,,,,2.208280087,2.21964541,2.841,Kepler,2021,Kepler
K2-201 b,K2-201,Gaia DR3 6771370981322320128,Gaia DR2 6771370981322320128,TIC 125060509,,293.5607117,-23.1312775,12.168,10.653,10.198,11.4107,11.966,11.9432,5507.0,4.68,0.13,0.956055,0.878161,,-0.27594,,,,,1.05979,1.40006712,1.7496,K2,2018,K2
K2-201 c,K2-201,Gaia DR3 6771370981322320128,Gaia DR2 6771370981322320128,TIC 125060509,,293.5607117,-23.1312775,12.168,10.653,10.198,11.4107,11.966,11.9432,5507.0,4.68,0.13,0.956055,0.878161,,-0.27594,,,,,22.779878,3.28568401,3.648,K2,2018,K2
Kepler-1985 b,Kepler-1985,,Gaia DR2 2077726678964445696,TIC 270609465,,293.5663715,42.1325825,15.223,14.068,13.556,15.1411,15.472,15.7053,5370.0,4.411,0.14,0.877,0.966,,-0.155,,,,,3.42064689,2.27,1.767,Kepler,2023,Kepler
Kepler-276 b,Kepler-276,Gaia DR3 2052304325169514880,Gaia DR2 2052304325169514880,TIC 138213510,,293.568197,39.0363123,15.481,14.234,13.838,14.8896,15.368,15.3648,6105.0,4.453,-0.29,0.845,1.046,,-0.08948,0.4,2.1,-2.1,,14.12841,2.87,3.733,Kepler,2014,Kepler
Kepler-276 c,Kepler-276,Gaia DR3 2052304325169514880,Gaia DR2 2052304325169514880,TIC 138213510,,293.568197,39.0363123,15.481,14.234,13.838,14.8896,15.368,15.3648,5693.0,4.46,-0.29,1.1,1.03,,-0.08948,0.4,2.1,-2.1,,31.884,2.9,5.099,Kepler,2013,Kepler
Kepler-276 d,Kepler-276,Gaia DR3 2052304325169514880,Gaia DR2 2052304325169514880,TIC 138213510,,293.568197,39.0363123,15.481,14.234,13.838,14.8896,15.368,15.3648,5693.0,4.46,-0.29,1.1,1.03,,-0.08948,0.4,2.1,-2.1,,48.648,2.8,4.563,Kepler,2013,Kepler
Kepler-1280 b,Kepler-1280,Gaia DR3 2127973677460755584,Gaia DR2 2127973677460755584,TIC 270616541,,293.5738933,45.3844919,14.196,12.966,12.602,13.5852,14.074,13.9999,6227.0,4.28,0.04,1.2,1.32,,0.6788,2.82,1.02,-1.06,,66.5579057,1.87,10.399,Kepler,2016,Kepler
Kepler-936 b,Kepler-936,Gaia DR3 2128190453050802048,Gaia DR2 2128190453050802048,TIC 270619059,,293.5777958,46.7362953,14.84,13.279,12.817,14.2517,14.581,14.7886,5482.0,4.51,0.05,0.92,0.89,,-0.19,4.57,5.83,-2.9,,10.56134221,1.45,2.759,Kepler,2016,Kepler
Kepler-1602 b,Kepler-1602,Gaia DR3 2053284398043177216,Gaia DR2 2053284398043177216,TIC 138299395,,293.5808607,40.4275396,13.362,12.386,12.06,12.913,13.352,13.3012,6296.0,4.25,0.02,1.22,1.36,,0.20142,2.51,1.13,-0.85,,11.17931605,1.34,3.043,Kepler,2016,Kepler
Kepler-434 b,Kepler-434,Gaia DR3 2077823440291891840,Gaia DR2 2077823440291891840,TIC 270611401,,293.5863887,42.9288624,14.49,13.4,13.039,14.0418,14.517,14.4999,5977.0,4.242,0.25,1.198,1.38,,0.33,4.0,1.7,-1.7,,12.8747099,12.67,2.288,Kepler,2015,Kepler
Kepler-636 b,Kepler-636,,,TIC 138297607,,293.5920614,41.0950891,13.906,12.191,11.584,13.07,13.653,,5203.0,4.56,-0.02,0.85,0.8,,-0.374,5.01,3.15,-2.6,,16.080661147,4.45,2.8707,Kepler,2016,Kepler
Kepler-791 b,Kepler-791,Gaia DR3 2052397886736075264,Gaia DR2 2052397886736075264,TIC 138303317,,293.5958044,39.0294267,14.473,13.418,13.158,13.9655,14.377,14.3687,6383.0,4.21,0.06,1.3,1.47,,0.40273,2.24,0.85,-0.668,,14.5539759,3.05,6.254,Kepler,2016,Kepler
Kepler-944 b,Kepler-944,Gaia DR3 2077738571736987008,Gaia DR2 2077738571736987008,TIC 270610053,,293.6012911,42.379791,15.636,14.364,13.851,15.1702,15.737,15.7109,5409.0,4.54,-0.11,0.86,0.83,,-0.07777,4.47,6.05,-2.85,,43.3167737,2.63,5.065,Kepler,2016,Kepler
Kepler-1351 b,Kepler-1351,Gaia DR3 2077728538692850816,Gaia DR2 2077728538692850816,TIC 270609625,,293.6084289,42.1978746,14.328,12.225,11.47,13.3387,14.107,14.0866,4439.0,4.64,-0.03,0.7,0.67,,-0.98254,4.17,5.54,-2.37,,0.916140768,0.65,1.1495,Kepler,2016,Kepler
Kepler-283 c,Kepler-283,Gaia DR3 2128811951996688768,Gaia DR2 2128811951996688768,TIC 270695184,,293.6137413,47.838938,16.216,13.927,13.139,15.0899,15.847,15.8753,4351.0,4.721,-0.17,0.596,0.566,,-0.98297,3.09,3.91,-1.53,,92.743711,1.82,6.279,Kepler,2014,Kepler
Kepler-283 b,Kepler-283,Gaia DR3 2128811951996688768,Gaia DR2 2128811951996688768,TIC 270695184,,293.6137413,47.838938,16.216,13.927,13.139,15.0899,15.847,15.8753,4351.0,4.721,-0.17,0.596,0.566,,-0.98297,3.09,3.91,-1.53,,11.008151,2.13,2.087,Kepler,2014,Kepler
Kepler-1695 b,Kepler-1695,Gaia DR3 2128168256659148032,Gaia DR2 2128168256659148032,TIC 270618467,,293.6193001,46.4134015,14.762,13.438,12.998,14.1342,14.651,14.6234,5473.19,4.43157,-0.0347,0.96,0.987155,,-0.10357,0.5,3.8,-3.8,,4.7329,1.11948901,1.5691,Kepler,2020,Kepler
Kepler-1594 b,Kepler-1594,Gaia DR3 2128836308750694016,Gaia DR2 2128836308750694016,TIC 270695341,,293.6230451,47.9619127,14.951,13.649,13.322,14.2953,14.801,14.7415,5946.0,4.39,0.03,1.06,1.08,,-0.00032,3.89,2.01,-2.1,,2.71603809,1.06,1.859,Kepler,2016,Kepler
Kepler-201 b,Kepler-201,Gaia DR3 2077386315701921920,Gaia DR2 2077386315701921920,TIC 138297190,,293.626059,41.2728004,12.991,12.037,11.737,12.5435,13.004,12.9199,6065.0,4.294,-0.0442,1.098,1.229,,0.34816,4.07,0.94,-0.84,,25.672083,2.46,5.627,Kepler,2014,Kepler
Kepler-201 c,Kepler-201,Gaia DR3 2077386315701921920,Gaia DR2 2077386315701921920,TIC 138297190,,293.626059,41.2728004,12.991,12.037,11.737,12.5435,13.004,12.9199,6065.0,4.294,-0.0442,1.098,1.229,,0.34816,4.07,0.94,-0.84,,151.884058,2.85,12.99,Kepler,2014,Kepler
Kepler-1491 c,Kepler-1491,Gaia DR3 2127985806448631808,Gaia DR2 2127985806448631808,TIC 270617233,,293.6297645,45.7406293,15.796,14.323,13.949,15.062,15.589,15.5695,5626.0,4.149,0.14,0.991,1.389,,0.35471,4.57,3.71,-2.76,,61.569765,2.44,9.75,Kepler,2023,Kepler
Kepler-1491 b,Kepler-1491,Gaia DR3 2127985806448631808,Gaia DR2 2127985806448631808,TIC 270617233,,293.6297645,45.7406293,15.796,14.323,13.949,15.062,15.589,15.5695,5728.0,4.45,0.06,1.0,0.99,,0.35471,4.57,3.71,-2.76,,16.5861762,1.51,6.899,Kepler,2016,Kepler
Kepler-81 d,Kepler-81,Gaia DR3 2077816087307845248,Gaia DR2 2077816087307845248,TIC 270611154,,293.6369437,42.8248275,15.258,13.168,12.392,14.2491,15.019,15.004,4500.0,4.696,-0.18,0.648,0.595,M0 V,-0.88941,3.63,5.43,-2.02,,20.837846,1.21,2.57,Kepler,2014,Kepler
